0,1,Move,1-1-9,1-1-9 4-1-2 8-1-3 8-1-6 10-1-2
136,66,Move,10-3-2,3-2-6 10-3-2
136,67,Move,3-2-6,3-2-6
136,68,Move,6-2-3,6-2-3
137,65,Move,10-3-2,6-2-3 10-3-2
138,64,Move,10-3-2,6-2-3 8-1-7 10-3-2
138,65,Move,6-2-3,6-2-3 8-1-7
138,66,Move,3-2-6,3-2-6 8-1-7
139,66,Move,8-1-7,3-2-6 8-1-7
140,65,Move,8-1-7,6-2-3 8-1-7
141,63,Move,8-1-7,3-2-6 8-1-7 10-3-2
142,63,Move,10-3-2,3-2-6 8-1-7 10-3-2
143,62,Move,7-2-6,7-2-3 7-2-6 10-3-2
143,63,Move,6-2-3,6-2-3 8-1-7 10-3-2
143,64,Move,3-2-6,3-2-6 8-1-7 10-3-2
144,64,Move,8-1-7,3-2-6 8-1-7 10-3-2
144,65,Move,3-2-6,3-2-6 10-3-2
144,66,Move,6-2-3,6-2-3 10-3-2
145,66,Move,10-3-2,6-2-3 10-3-2
145,67,Move,6-2-3,6-2-3
145,68,Move,3-2-6,3-2-6
146,65,Move,10-3-2,3-2-6 10-3-2
147,64,Move,10-3-2,3-2-6 8-1-7 10-3-2
147,65,Move,3-2-6,3-2-6 8-1-7
147,66,Move,6-2-3,6-2-3 8-1-7
148,66,Move,8-1-7,6-2-3 8-1-7
149,65,Move,8-1-7,3-2-6 8-1-7
150,63,Move,8-1-7,6-2-3 8-1-7 10-3-2
151,63,Move,10-3-2,6-2-3 8-1-7 10-3-2
152,62,Move,10-3-2,7-2-3 7-2-6 10-3-2
152,63,Move,7-2-3,7-2-3 7-2-6
153,63,Move,7-2-6,7-2-3 7-2-6
154,61,Move,10-3-7,7-1-2 10-3-7
154,62,Move,7-4-2,7-4-2
154,63,Move,7-2-3,7-2-3 7-2-6
155,63,Move,7-2-6,7-2-3 7-2-6
156,59,Move,2-5-6,2-1-9 2-5-6
156,60,Move,6-1-9,6-1-9 6-5-2
156,61,Draw,,
156,62,Move,7-1-2,7-1-2 10-3-7
156,63,Move,7-2-3,7-2-3 7-2-6 10-3-2
156,64,Move,3-2-6,3-2-6 8-1-7 10-3-2
156,65,Move,6-2-3,6-2-3 8-1-7 10-3-2
157,65,Move,8-1-7,6-2-3 8-1-7 10-3-2
157,66,Move,6-2-3,6-2-3 10-3-2
157,67,Move,3-2-6,3-2-6 10-3-2
158,67,Move,10-3-2,3-2-6 10-3-2
158,68,Move,3-2-6,3-2-6
158,69,Move,6-2-3,6-2-3
159,66,Move,10-3-2,6-2-3 10-3-2
160,65,Move,10-3-2,6-2-3 8-1-7 10-3-2
160,66,Move,6-2-3,6-2-3 8-1-7
160,67,Move,3-2-6,3-2-6 8-1-7
161,67,Move,8-1-7,3-2-6 8-1-7
162,66,Move,8-1-7,6-2-3 8-1-7
163,64,Move,8-1-7,3-2-6 8-1-7 10-3-2
164,64,Move,10-3-2,3-2-6 8-1-7 10-3-2
165,63,Move,7-2-6,7-2-3 7-2-6 10-3-2
165,64,Move,6-2-3,6-2-3 8-1-7 10-3-2
165,65,Move,3-2-6,3-2-6 8-1-7 10-3-2
166,65,Move,8-1-7,3-2-6 8-1-7 10-3-2
166,66,Move,3-2-6,3-2-6 10-3-2
166,67,Move,6-2-3,6-2-3 10-3-2
167,67,Move,10-3-2,6-2-3 10-3-2
167,68,Move,6-2-3,6-2-3
167,69,Move,3-2-6,3-2-6
168,66,Move,10-3-2,3-2-6 10-3-2
169,65,Move,10-3-2,3-2-6 8-1-7 10-3-2
169,66,Move,3-2-6,3-2-6 8-1-7
169,67,Move,6-2-3,6-2-3 8-1-7
170,67,Move,8-1-7,6-2-3 8-1-7
171,66,Move,8-1-7,3-2-6 8-1-7
172,64,Move,8-1-7,6-2-3 8-1-7 10-3-2
173,64,Move,10-3-2,6-2-3 8-1-7 10-3-2
174,63,Move,10-3-2,7-2-3 7-2-6 10-3-2
174,64,Move,7-2-3,7-2-3 7-2-6
175,64,Move,7-2-6,7-2-3 7-2-6
176,62,Move,10-3-7,7-1-2 10-3-7
176,63,Move,7-4-2,7-4-2
176,64,Move,7-2-3,7-2-3 7-2-6
177,64,Move,7-2-6,7-2-3 7-2-6
178,60,Move,6-5-2,6-1-9 6-5-2
178,61,Draw,,
178,62,Move,7-1-2,7-1-2 10-3-7
178,63,Move,7-2-3,7-2-3 7-2-6 10-3-2
178,64,Move,3-2-6,3-2-6 8-1-7 10-3-2
178,65,Move,6-2-3,6-2-3 8-1-7 10-3-2
179,65,Move,8-1-7,6-2-3 8-1-7 10-3-2
179,66,Move,6-2-3,6-2-3 10-3-2
179,67,Move,3-2-6,3-2-6 10-3-2
180,67,Move,10-3-2,3-2-6 10-3-2
180,68,Move,3-2-6,3-2-6
180,69,Move,6-2-3,6-2-3
181,66,Move,10-3-2,6-2-3 10-3-2
182,65,Move,10-3-2,6-2-3 8-1-7 10-3-2
182,66,Move,6-2-3,6-2-3 8-1-7
182,67,Move,3-2-6,3-2-6 8-1-7
183,67,Move,8-1-7,3-2-6 8-1-7
184,66,Move,8-1-7,6-2-3 8-1-7
185,64,Move,8-1-7,3-2-6 8-1-7 10-3-2
186,64,Move,10-3-2,3-2-6 8-1-7 10-3-2
187,63,Move,7-2-6,7-2-3 7-2-6 10-3-2
187,64,Move,6-2-3,6-2-3 8-1-7 10-3-2
187,65,Move,3-2-6,3-2-6 8-1-7 10-3-2
188,65,Move,8-1-7,3-2-6 8-1-7 10-3-2
188,66,Move,3-2-6,3-2-6 10-3-2
188,67,Move,6-2-3,6-2-3 10-3-2
189,67,Move,10-3-2,6-2-3 10-3-2
189,68,Move,6-2-3,6-2-3
189,69,Move,3-2-6,3-2-6
190,66,Move,10-3-2,3-2-6 10-3-2
191,65,Move,10-3-2,3-2-6 8-1-7 10-3-2
191,66,Move,3-2-6,3-2-6 8-1-7
191,67,Move,6-2-3,6-2-3 8-1-7
192,67,Move,8-1-7,6-2-3 8-1-7
193,66,Move,8-1-7,3-2-6 8-1-7
194,64,Move,8-1-7,6-2-3 8-1-7 10-3-2
195,64,Move,10-3-2,6-2-3 8-1-7 10-3-2
196,63,Move,10-3-2,7-2-3 7-2-6 10-3-2
196,64,Move,7-2-3,7-2-3 7-2-6
197,64,Move,7-2-6,7-2-3 7-2-6
198,62,Move,10-3-7,7-1-2 10-3-7
198,63,Move,7-4-2,7-4-2
198,64,Move,7-2-3,7-2-3 7-2-6
199,64,Move,7-2-6,7-2-3 7-2-6
200,57,Move,9-1-6,6-4-2 9-1-6
201,56,Move,9-1-4,6-1-1 9-1-4
201,57,Draw,,
201,58,Move,7-1-2,7-1-2 10-3-7
201,59,Move,7-2-3,7-2-3 7-2-6 10-3-2
201,60,Move,3-2-6,3-2-6 8-1-7 10-3-2
201,61,Move,6-2-3,6-2-3 8-1-7 10-3-2
202,61,Move,8-1-7,6-2-3 8-1-7 10-3-2
202,62,Move,6-2-3,6-2-3 10-3-2
202,63,Move,3-2-6,3-2-6 10-3-2
203,63,Move,10-3-2,3-2-6 10-3-2
203,64,Move,3-2-6,3-2-6
203,65,Move,6-2-3,6-2-3
204,62,Move,10-3-2,6-2-3 10-3-2
205,61,Move,10-3-2,6-2-3 8-1-7 10-3-2
205,62,Move,6-2-3,6-2-3 8-1-7
205,63,Move,3-2-6,3-2-6 8-1-7
206,63,Move,8-1-7,3-2-6 8-1-7
207,62,Move,8-1-7,6-2-3 8-1-7
208,60,Move,8-1-7,3-2-6 8-1-7 10-3-2
209,60,Move,10-3-2,3-2-6 8-1-7 10-3-2
